Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,NIKOOIENEJAD A,2.78,22.22%,38.89%,33.33%,5.56%,0.0%,1
,PHILBIN R,2.76,23.045%,41.69%,25.275%,8.115%,1.865%,2
,RAHMAN S,3.09,40.0%,35.0%,21.67%,1.67%,1.67%,1
,SHIN M,3.11,30.0%,55.0%,11.43%,3.57%,0.0%,1
,SUNDARARAJAN R,3.04,32.92%,43.055%,20.835%,1.53%,1.665%,2
,WANG T,3.03,29.41%,44.12%,26.47%,0.0%,0.0%,1
,,,,,,,
STAT-307,,,,,,,
,TORNO N,2.71,34.21%,23.68%,26.32%,10.53%,5.26%,1
,WANG S,3.26,40.08%,48.2133333333%,10.32%,0.0%,1.39%,3
,,,,,,,
STAT-407,,,,,,,
,SHERMAN M,3.11,21.43%,71.43%,3.57%,3.57%,0.0%,1
,WANG S,3.23,33.42%,56.445%,10.13%,0.0%,0.0%,2
,,,,,,,
STAT-408,,,,,,,
,KOLODZIEJ E,2.98,33.8375%,39.945%,20.0875%,2.275%,3.8575%,4
,,,,,,,
STAT-414,,,,,,,
,JOHNSON V,3.24,33.33%,57.14%,9.52%,0.0%,0.0%,1
,KATZFUSS M,2.9,40.0%,30.0%,20.0%,0.0%,10.0%,1
,LIANG F,3.25,43.75%,37.5%,18.75%,0.0%,0.0%,1
,WIJESURIYA U,3.22,61.11%,16.67%,11.11%,5.56%,5.56%,1
,,,,,,,
STAT-601,,,,,,,
,CLINE D,3.17,39.16%,48.355%,9.63%,1.875%,0.98%,2
,SHERMAN M,3.12,37.68%,56.52%,2.9%,0.0%,2.9%,1
,,,,,,,
STAT-604,,,,,,,
,KINCHELOE F,3.27,49.4945454545%,38.3854545455%,6.27545454545%,1.97%,3.87181818182%,11
,,,,,,,
STAT-605,,,,,,,
,SINHA S,3.37,42.3266666667%,52.5133333333%,5.15666666667%,0.0%,0.0%,3
,,,,,,,
STAT-607,,,,,,,
,SHERMAN M,3.54,55.26%,39.47%,5.26%,0.0%,0.0%,1
,WANG S,3.45,56.475%,34.85%,6.345%,1.165%,1.165%,2
,,,,,,,
STAT-608,,,,,,,
,KOLODZIEJ E,3.39,54.035%,34.9075%,8.385%,1.7175%,0.95%,4
,LOMBARD F,3.2,38.6275%,51.285%,4.7575%,1.9625%,3.3675%,4
,SHEATHER S,3.55,62.8566666667%,31.3666666667%,4.18666666667%,0.0%,1.58666666667%,3
,,,,,,,
STAT-610,,,,,,,
,BHATTACHARYA A,3.34,60.435%,15.27%,22.12%,2.175%,0.0%,2
,LIANG F,3.27,34.15%,58.54%,7.32%,0.0%,0.0%,1
,MA Y,3.32,42.11%,47.37%,10.53%,0.0%,0.0%,1
,MUELLER-HARKNETT U,3.5,60.39%,29.4%,10.205%,0.0%,0.0%,2
,POURAHMADI M,3.31,48.28%,34.48%,17.24%,0.0%,0.0%,1
,,,,,,,
STAT-611,,,,,,,
,JOHNSON V,3.33,55.56%,22.22%,22.22%,0.0%,0.0%,1
,LIANG F,3.31,34.62%,61.54%,3.85%,0.0%,0.0%,1
,LONG J,3.59,64.475%,30.26%,5.26%,0.0%,0.0%,2
,SANG H,3.76,76.19%,23.81%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-612,,,,,,,
,CHEN W,3.03,33.7866666667%,47.3566666667%,10.7666666667%,4.16666666667%,3.92%,3
,,,,,,,
STAT-613,,,,,,,
,HART J,3.52,61.6666666667%,28.3333333333%,9.99666666667%,0.0%,0.0%,3
,SUBBARAO S,3.38,43.75%,50.0%,6.25%,0.0%,0.0%,1
,,,,,,,
STAT-614,,,,,,,
,CLINE D,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,MUELLER-HARKNETT U,3.28,44.44%,44.44%,5.56%,5.56%,0.0%,1
,ZHANG X,2.94,29.41%,35.29%,35.29%,0.0%,0.0%,1
,,,,,,,
STAT-615,,,,,,,
,CLINE D,3.25,50.0%,25.0%,25.0%,0.0%,0.0%,2
,,,,,,,
STAT-616,,,,,,,
,BHATTACHARYA A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,HUANG J,3.96,96.155%,3.845%,0.0%,0.0%,0.0%,2
,,,,,,,
STAT-618,,,,,,,
,HUANG J,3.8,90.415%,6.25%,0.0%,0.0%,3.335%,2
,,,,,,,
STAT-620,,,,,,,
,MUELLER-HARKNETT U,3.65,65.0075%,34.9925%,0.0%,0.0%,0.0%,4
,,,,,,,
STAT-621,,,,,,,
,CLINE D,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,2
,,,,,,,
STAT-626,,,,,,,
,HART J,3.71,71.43%,28.57%,0.0%,0.0%,0.0%,1
,POURAHMADI M,3.16,47.93%,33.4425%,13.1325%,1.0875%,4.405%,4
,SHEATHER S,3.52,56.25%,43.75%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-627,,,,,,,
,HUANG J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ZHOU L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-630,,,,,,,
,CLINE D,2.95,26.09%,60.87%,4.35%,0.0%,8.7%,1
,KOLODZIEJ E,3.46,59.165%,28.335%,12.5%,0.0%,0.0%,2
,WANG S,3.29,56.4066666667%,27.62%,9.3%,5.6%,1.07666666667%,3
,WEHRLY T,3.5,65.7%,24.205%,7.9375%,0.0%,2.1575%,4
,WIJESURIYA U,3.7,81.48%,14.81%,0.0%,0.0%,3.7%,1
,,,,,,,
STAT-631,,,,,,,
,HUANG J,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-632,,,,,,,
,BHATTACHARYA A,3.65,64.71%,35.29%,0.0%,0.0%,0.0%,1
,JOHNSON V,3.73,73.2033333333%,26.7966666667%,0.0%,0.0%,0.0%,3
,,,,,,,
STAT-633,,,,,,,
,MALLICK B,3.64,74.8025%,21.6275%,0.0%,0.0%,3.5725%,4
,,,,,,,
STAT-636,,,,,,,
,DABNEY A,3.84,85.835%,13.055%,1.11%,0.0%,0.0%,2
,SHERMAN M,3.42,48.98%,47.815%,1.165%,0.0%,2.04%,2
,SPEED F,3.82,83.33%,16.67%,0.0%,0.0%,0.0%,1
,WICHERN D,3.67,77.78%,11.11%,11.11%,0.0%,0.0%,1
,,,,,,,
STAT-638,,,,,,,
,HART J,3.35,52.115%,41.26%,2.68%,2.63%,1.315%,2
,,,,,,,
STAT-641,,,,,,,
,LONGNECKER M,3.08,35.3833333333%,41.0366666667%,20.32%,0.606666666667%,2.65666666667%,3
,MUELLER-HARKNETT U,3.33,44.44%,44.44%,11.11%,0.0%,0.0%,1
,SINHA S,2.87,25.46%,44.3266666667%,23.7033333333%,4.66%,1.85333333333%,3
,,,,,,,
STAT-642,,,,,,,
,JUN M,3.19,45.5525%,37.0825%,10.0725%,2.8125%,4.48%,4
,LONGNECKER M,3.26,34.0725%,48.115%,16.15%,0.0%,1.6575%,4
,,,,,,,
STAT-645,,,,,,,
,DABNEY A,3.46,55.0466666667%,37.39%,3.93333333333%,3.63%,0.0%,3
,,,,,,,
STAT-646,,,,,,,
,DABNEY A,3.77,79.55%,17.8725%,2.575%,0.0%,0.0%,4
,,,,,,,
STAT-647,,,,,,,
,JUN M,3.66,65.6266666667%,34.3733333333%,0.0%,0.0%,0.0%,3
,SANG H,3.87,90.875%,5.555%,3.57%,0.0%,0.0%,2
,,,,,,,
STAT-648,,,,,,,
,HUANG J,3.18,36.905%,44.05%,19.05%,0.0%,0.0%,2
,ZHOU L,3.72,72.22%,27.78%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-651,,,,,,,
,AKLEMAN D,3.24,46.5457142857%,35.2285714286%,14.3428571429%,1.59857142857%,2.28428571429%,7
,CARROLL R,3.46,51.43%,42.86%,5.71%,0.0%,0.0%,1
,CHEN W,3.39,51.41%,41.155%,5.425%,0.96%,1.055%,2
,DAHM F,3.49,50.245%,48.7925%,0.9625%,0.0%,0.0%,4
,LOMBARD F,3.47,55.5975%,38.7025%,3.74%,0.0%,1.96%,4
,MUELLER-HARKNETT U,3.53,61.6766666667%,30.5333333333%,7.33333333333%,0.45%,0.0%,3
,SPIEGELMAN C,3.25,42.18%,41.735%,15.165%,0.0%,0.925%,2
,SUBBARAO S,3.61,64.245%,33.5425%,1.88%,0.0%,0.3325%,4
,,,,,,,
STAT-652,,,,,,,
,AKLEMAN D,3.15,45.9771428571%,31.8785714286%,13.0671428571%,5.70285714286%,3.37142857143%,7
,LIANG F,3.47,46.67%,53.33%,0.0%,0.0%,0.0%,1
,MALLICK B,3.32,60.12%,23.81%,8.925%,1.785%,5.355%,2
,SINHA S,3.12,32.8175%,46.805%,20.38%,0.0%,0.0%,4
,SMITH W,3.45,46.21%,52.475%,1.315%,0.0%,0.0%,2
,WEHRLY T,3.49,54.05%,40.54%,5.41%,0.0%,0.0%,1
,,,,,,,
STAT-653,,,,,,,
,AKLEMAN D,3.59,65.7125%,27.8%,4.4625%,2.0225%,0.0%,4
,,,,,,,
STAT-656,,,,,,,
,JONES E,3.85,85.0825%,13.4875%,1.4275%,0.0%,0.0%,4
,KOLODZIEJ E,3.6,69.7%,23.6433333333%,5.41666666667%,1.23333333333%,0.0%,3
,,,,,,,
STAT-657,,,,,,,
,KINCHELOE F,3.4,52.0175%,37.6425%,8.86%,0.785%,0.695%,4
,KOLODZIEJ E,3.64,63.64%,36.36%,0.0%,0.0%,0.0%,1
,SPEED F,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-658,,,,,,,
,SPIEGELMAN C,3.74,74.445%,25.555%,0.0%,0.0%,0.0%,2
,,,,,,,
STAT-659,,,,,,,
,WEHRLY T,3.57,62.5675%,33.73375%,3.2975%,0.0%,0.40375%,8
,,,,,,,
STAT-673,,,,,,,
,SUBBARAO S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-674,,,,,,,
,POURAHMADI M,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-685,,,,,,,
,HUANG J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,LONGNECKER M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,10
,SHEATHER S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,5
,,,,,,,
STAT-689,,,,,,,
,CARROLL R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,KATZFUSS M,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,POURAHMADI M,3.9,90.0%,10.0%,0.0%,0.0%,0.0%,1
,,,,,,,
